ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ZEROWATT,7,75,566,Strong,101.9,False,Dual,China,True,583.0,Non Drum,960.0,0.0,No,Top,Impeller,XQB70-T62G,AS/NZS 2040.1:2005/Amdt 3:2010,1.99932701239,1.5,0.0,0.13,Strong soak warm wash program,Australia,0.13,72674,Approved,65.9,101.9,Non-Drum,0.84,569.0,2019-01-13,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ZEROWATT,7,75,566,Strong,101.9,False,Dual,China,True,583.0,Non Drum,960.0,0.0,No,Top,Impeller,XQB70-T61G,AS/NZS 2040.1:2005/Amdt 3:2010,1.99932701239,1.5,0.0,0.13,Strong soak warm wash program,Australia,0.13,72674,Approved,65.9,101.9,Non-Drum,0.84,569.0,2019-01-13,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ZEROWATT,7,75,566,Strong,101.9,False,Dual,China,True,583.0,Non Drum,960.0,0.0,No,Top,Impeller,XQB70-H71GT,AS/NZS 2040.1:2005/Amdt 3:2010,1.99932701239,1.5,0.0,0.13,Strong soak warm wash program,Australia,0.13,72674,Approved,65.9,101.9,Non-Drum,0.84,569.0,2019-01-13,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,8,,530,,,False,Dual,United States,True,,Drum,,,No,Top,Impeller,6AWTW5700XW1,AS/NZS 2040.1:2005/Amdt 3:2010,2.50285192016,2.5,0.0,1.051,"Whites, Warm Temp, Medium Soil Level, Deep Clean, Presoak, High Spin Speed","Australia,Fiji,New Zealand",1.135,63486,Approved,88.75,0.0,Non-Drum,0.8,,2017-03-18,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,525,,63.3,False,Cold,China,True,,Drum,,0.4,Yes on both the warm and cold wash programs,Front,Drum,WFS1073DD,AS/NZS 2040.1:2005/Amdt 3:2010,2.50787873295,2.5,0.0,1.43,Cotton 60 degree C; 1000 rpm,"Australia,Fiji,New Zealand",0.08,55575,Approved,208.26,63.7,Drum,0.6879,,2016-02-06,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,430,,56.4,False,Dual,China,True,,Drum,,7.6,Yes on both the warm and cold wash programs,Front,Drum,WFS1274CD,AS/NZS 2040.1:2005/Amdt 3:2010,3.03080535297,3.0,0.0,2.06,Cotton 60 degree C; Eco; 1200 rpm,"Australia,Fiji,New Zealand",0.1,56526,Approved,233.62,64.0,Drum,0.64402,,2016-04-27,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,430,,56.4,False,Dual,China,True,,Drum,,7.6,Yes on both the warm and cold wash programs,Front,Drum,WFS1274CR,AS/NZS 2040.1:2005/Amdt 3:2010,3.03080535297,3.0,0.0,2.06,Cotton 60 degree C; Eco; 1200 rpm,"Australia,Fiji,New Zealand",0.1,56526,Approved,233.62,64.0,Drum,0.64402,,2016-04-27,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7.5,,430,,56.4,False,Dual,China,True,,Drum,,7.6,Yes on both the warm and cold wash programs,Front,Drum,WFS1274CB,AS/NZS 2040.1:2005/Amdt 3:2010,3.03080535297,3.0,0.0,2.06,Cotton 60 degree C; Eco; 1200 rpm,"Australia,Fiji,New Zealand",0.1,56526,Approved,233.62,64.0,Drum,0.64402,,2016-04-27,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,10,,435,,93.1,False,Cold,Germany,True,,Drum,,0.0,Yes on both the warm and cold wash programs,Front,Drum,WFE1210CD,AS/NZS 2040.1:2005/Amdt 3:2010,3.53296905465,3.5,0.00033,2.18,Cotton 60 degree C + Eco;1200 rpm,"Australia,Fiji,New Zealand",2.18,56500,Approved,189.53,93.1,Drum,0.71032,,2016-04-26,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,10,,435,,93.1,False,Cold,Germany,True,,Drum,,0.0,Yes on both the warm and cold wash programs,Front,Drum,WFE1210CS,AS/NZS 2040.1:2005/Amdt 3:2010,3.53296905465,3.5,0.00033,2.18,Cotton 60 degree C + Eco;1200 rpm,"Australia,Fiji,New Zealand",2.18,56500,Approved,189.53,93.1,Drum,0.71032,,2016-04-26,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,10,,435,,93.1,False,Cold,Germany,True,,Drum,,0.0,Yes on both the warm and cold wash programs,Front,Drum,WFE1210CW,AS/NZS 2040.1:2005/Amdt 3:2010,3.53296905465,3.5,0.00033,2.18,Cotton 60 degree C + Eco;1200 rpm,"Australia,Fiji,New Zealand",2.18,56500,Approved,189.53,93.1,Drum,0.71032,,2016-04-26,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,74,461,"Regular wash, Full water level, Cold temp, No soak, Eco rinse",74.7,False,Dual,Thailand,True,,Drum,,0.0,No,Top,Agitator,SWT5542,AS/NZS 2040.1:2005/Amdt 3:2010,2.06751395776,2.0,0.0,1.288,"Regular wash, Full water level, Warm temp,No soak, Eco rinse","Australia,Fiji,New Zealand",0.634,77033,Approved,65.0,74.7,Non-Drum,0.69,,2018-11-19,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HIGHLANDER,7,71,318,Cotton 0; 1200 rpm,58.4,True,Dual,China,True,,Drum,,0.8,Yes on the warm wash program only,Front,,XQG70-DA112PE,AS/NZS 2040.1:2005/Amdt 3:2010,3.5180224904,3.5,0.0,1.12,Cotton 60; 1200 rpm,"Australia,Fiji,New Zealand",0.94,75441,Approved,228.1,59.2,Drum,0.663,,2019-03-10,,Single product class,Unavailable,http://www.crossmarkasia.com/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8,85,360,,82.19,False,Dual,Thailand,True,,Non Drum,,15.33,No,Top,Agitator,WA80T65F*,AS/NZS 2040.1:2005/Amdt 3:2010,3.71,3.5,0.0004,1.2,Default; Warm/Cold; Eco (Save Water ++),"Australia,Fiji,New Zealand",0.0,56651,Approved,59.0,97.52,Non-Drum,0.58,,2016-05-14,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Smart,8,,586,,,False,Dual,China,True,685.0,Non Drum,1045.0,,No,Top,Impeller,STWM801,AS/NZS 2040.1:2005/Amdt 3:2010,2.35097764561,2.0,0.0,0.01,"Normal, Hot & Cold, Water Level 5",Australia,0.01,79422,Approved,65.5,0.0,Non-Drum,0.73,660.0,2019-04-14,,Single product class,Available,,http://www.appliancesoutlet.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BMC,4.5,8,464,None,,False,Dual,China,True,536.0,Non Drum,915.0,,No,Top,,BTWM451,AS/NZS 2040.1:2005/Amdt 3:2010,1.45907314975,1.0,0.0,1.001,"Program: Fuzzy Water level: 7 Cycle: Wash, rinse, spin","Australia,New Zealand",1.011,61305,Approved,56.8,0.0,Drum,0.79,526.0,2016-11-28,,Single product class,Unavailable,,http://NA
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BMC,5,67,516,,112.0,False,Dual,China,True,,Non Drum,,25.0,No,Top,Drum,BTWM501,AS/NZS 2040.1:2005/Amdt 3:2010,1.39735895674,1.0,0.0,0.0,Fuzzy (normal) water level 8,"Australia,New Zealand",0.0,45419,Approved,78.0,137.0,Drum,0.86,,2014-09-06,,Single product class,Unavailable,,http://NA
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,,295,,,False,Cold,Switzerland,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,11003,AS/NZS 2040.1:2005/Amdt 3:2010,4.21249858163,4.0,0.0,0.05,40 C Coloureds normal,"Australia,New Zealand",0.0,72756,Approved,220.0,0.0,Drum,0.52176,595.0,2018-07-16,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,,295,,,False,Cold,Switzerland,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,11002,AS/NZS 2040.1:2005/Amdt 3:2010,4.21249858163,4.0,0.0,0.05,40 C Coloureds normal,"Australia,New Zealand",0.0,72756,Approved,220.0,0.0,Drum,0.52176,595.0,2018-07-16,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,,295,,,False,Cold,Switzerland,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,Drum,11001,AS/NZS 2040.1:2005/Amdt 3:2010,4.21249858163,4.0,0.0,0.05,40 C Coloureds normal,"Australia,New Zealand",0.0,72756,Approved,220.0,0.0,Drum,0.52176,595.0,2018-07-16,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,7,,904,"NORMAL, Warm, Extra Large, High Efficiency",,False,Dual,United States,False,,Drum,,,No,Top,,AWNA62SP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.887805776775,1.0,0.0,7.87,"NORMAL, Warm, Extra Large, High Efficiency","Australia,New Zealand",7.82,64415,Approved,84.8,0.0,Drum,0.77,,2017-05-23,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,7.5,,984,"NORMAL, Warm Wash, Extra Large Load size & High Efficiency",,False,Dual,United States,False,,Drum,,,No,Top,Agitator,AWNA62SN301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.860107902253,1.0,0.0,8.27,"NORMAL, Warm Wash, Extra Large Load size & High Efficiency","Australia,New Zealand",8.23,73204,Approved,108.0,0.0,Non-Drum,0.75,,2018-07-18,,Single product class,Available,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,188,280,"Normal, Cold, 1400 rpm.",66.02,True,Cold,"""Korea, Republic of""",True,645.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,Drum,DWC-LD1432,AS/NZS 2040.1:2005/Amdt 3:2010,4.37228161753,4.0,0.0,0.37,"Normal, 40 deg C, 1400 rpm","Australia,Fiji,New Zealand",0.37,78986,Approved,243.0,67.02,Drum,0.56,600.0,2019-02-20,,Single product class,Available,,http://Daewoo Electronics Corp.
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,9.5,123,820,"Regular wash, Auto water level, Cold temp, No soak, Eco rinse",136.3,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Agitator,SWT9542,AS/NZS 2040.1:2005/Amdt 3:2010,2.06423402811,2.0,0.0,3.959,"Regular wash, Auto water level, Warm temp,No soak, Eco rinse","Australia,Fiji,New Zealand",0.154,77053,Approved,100.5,136.3,Non-Drum,0.62,,2018-11-18,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Telmann,4.5,0,464,Not conducted,,False,Dual,China,True,536.0,Non Drum,908.0,,No,Top,Agitator,XQB50-99062GU,AS/NZS 2040.1:2005/Amdt 3:2010,1.4590622658,1.0,0.0,1.0,"Normal; Water Level 7;Cycle: wash, rinse,spin; Temp:Warm","Australia,Fiji,New Zealand",1.0,61744,Approved,57.0,0.0,Non-Drum,0.79,526.0,2016-11-13,,Single product class,Unavailable,,http://www.tempoaustralia.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Stirling,7,0,527,Not conducted,0.0,False,Dual,China,False,560.0,Non Drum,960.0,0.0,No,Top,Agitator,XQB70-670GPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.44431752616,2.0,0.0,0.029,"Water Saving (Remaining default)(Water Level:Extra High, Water Temp:Warm","Australia,Fiji,New Zealand",0.029,61068,Approved,72.6,0.0,Non-Drum,0.59,581.0,2016-10-10,,Single product class,Unavailable,,http://www.tempoaustralia.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Teco,7.5,140,334,"Cotton Cold, 1200 rpm",58.3,False,Dual,China,True,,Drum,,5.3,Yes on the warm wash program only,Front,Drum,FW7512E2**,AS/NZS 2040.1:2005/Amdt 3:2010,3.61994971066,3.5,0.0,2.0,"Cotton 60 deg C, 1200 rpm","Australia,New Zealand",0.03,48859,Approved,216.0,63.6,Drum,0.627,,2015-02-10,,Single product class,Unavailable,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Teco,7.5,140,334,"Cotton Cold, 1200 rpm",58.3,False,Dual,China,True,,Drum,,5.3,Yes on the warm wash program only,Front,Drum,FW7512C2**,AS/NZS 2040.1:2005/Amdt 3:2010,3.61994971066,3.5,0.0,2.0,"Cotton 60 deg C, 1200 rpm","Australia,New Zealand",0.03,48859,Approved,216.0,63.6,Drum,0.627,,2015-02-10,,Single product class,Unavailable,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7,76,327,,70.76,False,Dual,Thailand,True,,Non Drum,,13.62,No,Top,Agitator,WA70T60F*,AS/NZS 2040.1:2005/Amdt 3:2010,3.61,3.5,0.0004,1.2,Default; Warm/Cold; Eco (Save Water ++),"Australia,New Zealand",0.0,56650,Approved,55.0,84.37,Non-Drum,0.62,,2016-05-14,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8,77,664,,64.43,False,Dual,Thailand,True,,Non Drum,,31.19,No,Top,Agitator,WA80T65G*,AS/NZS 2040.1:2005/Amdt 3:2010,2.37,2.0,0.0001,1.2,Regular; Auto; Warm/Cold; Eco,"Australia,Fiji,New Zealand",0.0,56641,Approved,51.0,95.63,Non-Drum,0.59,,2016-04-26,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,EUROMAID,8,,394,,,False,Cold,Turkey,True,590.0,Drum,840.0,,Yes on the warm wash program only,Front,,WM8,AS/NZS 2040.1:2005/Amdt 3:2010,3.48148179193,3.0,0.0,1.26,"Cottons Eco, 40 C, 1200rpm","Australia,New Zealand",0.11,74900,Approved,254.5,0.0,Drum,0.57281,600.0,2018-09-26,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,7.5,90,643,"Regular wash, Full water level, Cold temp, No soak, Eco rinse",100.4,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Agitator,SWT7542,AS/NZS 2040.1:2005/Amdt 3:2010,2.03808205016,2.0,0.0,1.257,"Regular wash, Full water level, Warm temp,No soak, Eco rinse","Australia,Fiji,New Zealand",0.609,77051,Approved,75.0,100.4,Non-Drum,0.66,,2018-11-18,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,8.5,106,756,"Regular wash, Auto water level, Cold temp, No soak, Eco rinse, Cold",118.5,False,Dual,Tokelau,False,,Drum,,0.0,No,Top,Agitator,SWT8542,AS/NZS 2040.1:2005/Amdt 3:2010,2.01313852762,2.0,0.0,4.147,"Regular wash, Auto water level, Warm temp, No soak,Eco rinse","Australia,Fiji,New Zealand",0.157,77081,Approved,91.9,118.5,Non-Drum,0.59,,2018-11-18,,Single product class,Available,,http://www.simpson.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7,,355,,58.0,False,Cold,Turkey,True,,Drum,,0.76,Yes on the warm wash program only,Front,Drum,WH70F60W*,AS/NZS 2040.1:2005/Amdt 3:2010,3.3941,3.0,0.0,1.3365,Cotton 40,"Australia,New Zealand",0.1861,47624,Superseded,178.0,58.76,Drum,0.586,,2014-12-21,2013-10-23,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,6,,317,,50.63,False,Cold,Turkey,True,,Drum,,0.62,Yes on both the warm and cold wash programs,Front,Drum,WH60F60W*,AS/NZS 2040.1:2005/Amdt 3:2010,3.3194,3.0,0.0,1.3078,Cotton 40,"Australia,New Zealand",0.2135,45481,Superseded,172.0,51.25,Drum,0.573,,2014-09-08,2013-10-23,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,6,110,480,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Cold/Cold",75.7,False,Dual,China,True,,Drum,,0.0,No,Top,Impeller,HWMP60-118*,AS/NZS 2040.1:2005/Amdt 3:2010,2.13042844477,2.0,3.1e-06,1.06,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Warm/Cold","Australia,Fiji,New Zealand",1.06,74341,Approved,104.98,75.7,Non-Drum,0.73864,,2018-09-26,,Single product class,Unavailable,http://www.haier.cn/,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,8,,260,,,False,Cold,Slovenia,True,585.0,Drum,850.0,,Yes on the warm wash program only,Front,,W6864,AS/NZS 2040.1:2005/Amdt 3:2010,4.54617482497,4.5,0.28,2.1,Normal 40c,"Australia,Fiji,New Zealand",0.28,78205,Approved,219.0,0.0,Drum,0.49,595.0,2019-01-14,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,195,400,"Water saving, 40°C, Intensive, Bubble wash, 3 rinses, 1400 RPM",68.7,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WF1804WPC,AS/NZS 2040.1:2005/Amdt 3:2010,3.53036948969,3.5,0.00022,0.33,"Water saving, 40°C, Intensive, Bubble wash, 3 rinses, 1400 RPM","Australia,Fiji,New Zealand",0.34,61520,Approved,221.07,68.7,Drum,0.51963,,2016-10-17,,Single product class,Available,,http://www.samsung.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,10,,370,Normal 40c,,False,Cold,Slovenia,True,700.0,Drum,850.0,,Yes on the warm wash program only,Front,,WMC84,AS/NZS 2040.1:2005/Amdt 3:2010,4.14038306736,4.0,0.28,2.8,Normal 40c,"Australia,Fiji,New Zealand",0.28,78355,Approved,202.0,0.0,Drum,0.56,595.0,2019-01-14,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MEC,8,54,588,,,False,Dual,China,True,,Non Drum,,,No,Top,Impeller,WM08E,AS/NZS 2040.1:2005/Amdt 3:2010,2.34287585387,2.0,0.0,0.01,"Normal, Hot & Cold, Water Level 5","Australia,New Zealand",0.01,75205,Approved,65.5,0.0,Non-Drum,0.73008,,2018-11-25,,Single product class,Available,,http://www.maximhousewares.com/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Baumatic,7.5,,405,,,False,Dual,China,True,565.0,Drum,855.0,,Yes on both the warm and cold wash programs,Front,,BFLW75,AS/NZS 2040.1:2005/Amdt 3:2010,3.19087702379,3.0,0.0,2.015,Cotton 60°C; 1200rpm,Australia,0.027,78102,Approved,217.0,0.0,Drum,0.63,595.0,2019-01-10,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7,,265,,,False,Cold,Poland,True,,Drum,,,Yes on the warm wash program only,Front,,WAE22464AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.00147995184,4.0,0.0,2.354,"Cottons 40, Intensive, 1100rpm","Australia,New Zealand",0.135,73641,Approved,235.0,0.0,Drum,0.60345,,2018-12-05,,Single product class,Available,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Continental,7,71,318,Cotton 60; 1200rpm,54.5,False,Dual,China,False,,Drum,,5.0,Yes on both the warm and cold wash programs,Front,Drum,XQG70-A112PE,AS/NZS 2040.1:2005/Amdt 3:2010,3.51648352866,3.5,0.0,1.12,Cotton 0 or Cotton 60; 1200rpm,Australia,0.94,55679,Approved,228.0,59.5,Drum,0.663,,2016-03-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,STIRLING,7.5,,262,,,False,Cold,China,True,,Drum,,,Yes on the warm wash program only,Front,,XQG75-F1128BW ,AS/NZS 2040.1:2005/Amdt 3:2010,4.17824793921,4.0,2e-05,0.32,"Normal, 40 deg C,  1200rpm","Australia,New Zealand",0.31,77362,Approved,301.0,0.0,Drum,0.59744,,2018-12-02,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,10,0,254,Normal 40c,86.0,False,Cold,Slovenia,True,700.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,,W8844 XL,AS/NZS 2040.1:2005/Amdt 3:2010,5.00549119154,5.0,0.28,2.8,Normal 40c,"Australia,Fiji,New Zealand",0.28,78175,Approved,229.0,86.0,Drum,0.51,595.0,2019-01-10,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Euroclean,7,75,566,Normal cold,101.9,False,Dual,China,True,583.0,Non Drum,960.0,0.0,No,Top,Impeller,ECJI7062TL,AS/NZS 2040.1:2005/Amdt 3:2010,1.99932701239,1.5,0.0,0.13,Normal warm,"Australia,Fiji,New Zealand",0.13,77726,Approved,65.9,101.9,Non-Drum,0.84,569.0,2019-01-13,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,8.5,,371,,,False,Cold,China,True,,Drum,,,Yes on the warm wash program only,Front,,HWM85-1479,AS/NZS 2040.1:2005/Amdt 3:2010,3.72684071655,3.5,4e-05,0.42,"Cotton-standard, 40°C, 1400rpm, Normal","Australia,Fiji,New Zealand",0.42,77639,Approved,247.56,0.0,Drum,0.58849,,2018-12-13,,Single product class,Unavailable,http://www.haier.cn/,http://www.haier.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,7.5,,334,,,False,Cold,China,True,,Drum,,,Yes on the warm wash program only,Front,,HWM75-1279,AS/NZS 2040.1:2005/Amdt 3:2010,3.55847970345,3.5,4e-05,0.43,"Cotton-standard, 40°C, 1200 rpm, Normal","Australia,Fiji,New Zealand",0.4,74525,Approved,247.52,0.0,Drum,0.66463,,2018-12-13,,Single product class,Unavailable,http://www.haier.cn/,http://www.haier.com.au/
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Hafele,7,75,312,Cotton 0,58.4,True,Dual,China,True,640.0,Drum,845.0,0.0,Yes on the warm wash program only,Front,,533.98.000,AS/NZS 2040.1:2005/Amdt 3:2010,3.55863830262,3.5,0.0,1.12,Cotton 60,"Australia,Fiji,New Zealand",0.94,77878,Approved,228.0,58.4,Drum,66.0,595.0,2019-01-10,,Single product class,Available,,http://www.hafele.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,ATG50FWP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,73228,Approved,128.0,0.0,Drum,0.79,,2018-08-20,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,ATE50FWP431AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,73228,Approved,128.0,0.0,Drum,0.79,,2018-08-20,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,AFN51FSP301AN01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,73228,Approved,128.0,0.0,Drum,0.79,,2018-08-20,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SPEED QUEEN,8,,649,,,False,Dual,United States,False,,Drum,,,No,Front,,AFN50FSP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,2.04374265046,2.0,0.0,8.39,"Regular Cycle, Hot/Cold, Extra Rinse","Australia,New Zealand",8.32,73228,Approved,128.0,0.0,Drum,0.79,,2018-08-20,,Single product class,Unavailable,http://www.comlaundry.com/,http://www.speedqueen.com
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,90,570,"Water Saving, Cold, High Spin, Extra High Water Level",75.9,False,Dual,Thailand,True,,Non Drum,,0.4,No,Top,Impeller,WA80F5G4,AS/NZS 2040.1:2005/Amdt 3:2010,2.5199033775,2.5,4.14e-05,0.56,"Water Saving, Warm, High Spin, Extra High Water Level","Australia,Fiji,New Zealand",0.56,71960,Approved,111.0,76.3,Non-Drum,0.63928,,2018-05-07,,Single product class,Available,,http://www.samsung.com.au
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,220,450,"Water Saving, Cold, Intensive, bubble wash, 3 rinses, 1200 rpm spin",58.61,False,Cold,China,True,700.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF1752WPC,AS/NZS 2040.1:2005/Amdt 3:2010,3.04093399574,3.0,0.211,0.416,"Water Saving, 40 degC, Intensive, bubble wash, 3 rinses, 1200 rpm spin","Australia,Fiji,New Zealand",0.426,70491,Approved,262.0,59.61,Drum,0.56,600.0,2018-03-11,,Single product class,Unavailable,,
